Label,wid_x,wid_y,wew_x,wew_y,seed_x,seed_y,trkl_x,trkl_y,trkl_z,trkl_px,trkl_py,trkl_pz,E/p,h4_41,h4_42,h4_43,h4_44,h4_45,h4_46,gpz
0,9.869439175,8.766456897,1.52235611,1.267464185,10.14,-0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60.08313
0,9.076786261,9.030452185,2.793480461,2.652569614,4.61,5.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40.54603
0,10.5156072,10.42084161,2.036521729,1.684430875,4.61,10.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,66.6315
0,9.349459705,9.551701905,1.826850438,1.632797842,15.67,10.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.82586
0,10.31840737,8.420627171,2.034721433,1.884583819,4.61,-0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60.957817
0,12.3211173,10.07937574,2.009789266,2.677580875,10.14,5.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,48.026268
0,7.466788689,9.971957347,1.43721616,2.00742757,-6.45,10.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.504937
0,9.752345169,11.06328922,1.467504271,2.446611213,15.67,-0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75.653206
0,15.83610612,11.42060704,8.507161671,1.960616365,21.2,16.13,23.037493,17.667566,1896.8486,0.4676934,0.016138354,52.924923,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75.85729
0,10.72073953,14.13194962,2.194051207,2.102440324,15.67,5.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65.80523
0,9.625578612,8.307593492,1.602510249,1.47900657,10.14,10.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,39.33452
0,9.496413013,7.284816823,1.986481579,1.847286386,4.61,5.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,33.096485
0,10.06571097,9.233409036,1.706488445,2.31286359,15.67,-0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,77.81196
0,9.963420433,10.71940488,1.611223235,2.181737838,-0.92,10.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,43.512226
0,9.561142039,9.45020685,1.394225929,1.391539148,15.67,16.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,66.939186
0,7.680519198,5.92492209,1.887645469,1.427749546,37.79,-28.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.324995
0,11.751806,8.094770247,1.595654833,1.451745166,10.14,16.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44.088726
0,10.05496775,10.63370181,1.849302876,1.709147086,4.61,5.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65.734566
0,10.27281765,10.61166125,1.732479706,2.267164086,-0.92,21.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55.60509
0,6.837748037,5.990124317,1.504546077,1.381296936,4.61,10.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.22321
0,6.934174696,8.367049353,1.328133996,2.765244554,-0.92,21.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.82294
0,10.52427246,9.915862069,2.44433963,2.510945827,4.61,10.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32.867935
0,10.58516517,9.748243495,1.761691884,2.558499302,4.61,-5.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,57.986588
0,8.581811749,8.411436249,1.268208603,1.179352582,-0.92,-0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65.32931
0,10.13122772,11.29665495,2.025909868,1.49104769,21.2,-0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,56.75018
0,5.671696743,8.908546303,2.482523294,1.530916493,4.61,-0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.096016
